TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Avaliação na Detecção de Imagens de Pupilometria Dinâmica em Pacientes Diabéticos,2020,,Português,journal of health informatics,XX,2175-4411,"['Beatriz Leandro Bonafini', 'Giselle Lopes Ferrari Ronque', 'Márlio José do Couto Bonfim', 'Gislaine Bonete da Cruz', 'Cláucio Rank Filho', 'Fernando Augusto Lavezzo Dias', 'Bianca Schulham e Silva', 'Rosângela Roginski Réa', 'Lucas Ferrari de Oliveira']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
Um estudo sobre visão computacional aplicado ao problema de detecção de câncer do tipo melanoma maligno,2017,,Português,Revista Científica Interdisciplinar INTERLOGOS,XX,2526-5741,"['Beatriz Leandro Bonafini', 'Hugo Alberto Perlin']","['1', '2']",['1'],-99.0,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
Enhanced real-time head pose estimation system for mobile device,2014,,Inglês,Integrated Computer-Aided Engineering,XX,1069-2509,"['Neto, Euclides N. Arcoverde', 'Duarte, Rafael M.', 'BARRETO, RAFAEL M.', 'Joao Paulo Magalhaes', 'Bastos, Carlos A. C. M.', 'Ren, Tsang Ing', 'CAVALCANTI, GEORGE D. C.']","['1', '2', '3', '4', '5', '6', '7']",['4'],4.904,6745827031682849,Joao Paulo Magalhaes,Magalhaes,"MAGALHAES, J. P.;MAGALHAES, JOAO PAULO;Magalhaes, Joao Paulo",Recife,PE,"Mestre em Ciências da Computação pelo Centro de Informática da Universidade Federal de Pernambuco (UFPE) em 2010, com foco em visão computacional, aprendizagem de maquinas e processamento de imagens. Possui graduação em Engenharia da Computação também pela UFPE (2008). Desenvolveu pesquisas acadêmicas vinculadas ao VIISAR (Grupo de pesquisas em Visão Computacional da UFPE) e a instituições de pesquisa e desenvolvimento como o Centro de Estudos e Sistemas Avançados do Recife (C.E.S.A.R.), tendo publicado artigos nas áreas de visão computacional, aprendizagem de máquinas, processamento de imagens e dispositivos móveis. &amp;#10;&amp;#10;Com mais de doze anos de experiência profissional, sempre manteve seu trabalho relacionado a pesquisa e desenvolvimento de novas tecnologias, produtos e empresas, com destaque para os mais de 5 anos com dedicação ao C.E.S.A.R. - onde trabalha diretamente com empresas líderes nos mercados nacional e internacional, como a SAMSUNG, Motorola, LG e outras. Atua como líder técnico e de equipes em projetos de pesquisa e desenvolvimento nas áreas de Ciência de Dados, Aprendizagem de Máquinas e novas tecnologias, em geral, como Internet das Coisas e outras. Além disso, também atua como professor em cursos de Graduação, Especialização / Pós Graduação e Extensão em disciplinas técnicas de Aprendizagem de Máquinas e de Inteligência Artificial e Novas Tecnologias, como os Produtos Inteligentes e Conectados, em cursos executivos.&amp;#10;&amp;#10;Tem interesse constante na criação e engenharia de novos produtos e serviços de base tecnológica. Especialista em Aprendizagem de Máquinas. Possui sólida experiência na arquitetura de sistemas distribuídos, principalmente envolvendo dispositivos móveis, embarcados e IoT (Internet das Coisas).&amp;#10;Mantém interesse acadêmico nas áreas de Inteligência e Visão Computacional, Aprendizagem de Máquinas, Ciências de Dados e novas tecnologias em geral.",04-03-2022,CESAR School,
Recommending knowledge in a knowledge based social network,2011,,Inglês,Journal of Applied Computing Research,XX,2236-8434,"['Edeilson Milhomem da Silva', 'Ricardo Araújo Costa', 'Paulyne Matthews Jucá', 'Lucas R. B. Schmitz', 'Silvio Romero de Lemos Meira']","['1', '2', '3', '4', '5']",['2'],-99.0,6775275551657099,Ricardo Araújo Costa,Costa,"COSTA, R. A.;COSTA, RICARDO A.",Recife,PE,,24-06-2021,,
SWEETS: um Sistema de Recomendação de Especialistas aplicado a uma plataforma de Gestão de Conhecimento,2011,,Português,Revista de Informática Teórica e Aplicada (Impresso),XX,0103-4308,"['Edeilson Milhomem da Silva', 'Ricardo Araújo Costa', 'Lucas R. B. Schmitz', 'Silvio Romero de Lemos Meira']","['1', '2', '3', '4']",['2'],-99.0,6775275551657099,Ricardo Araújo Costa,Costa,"COSTA, R. A.;COSTA, RICARDO A.",Recife,PE,,24-06-2021,,
RepAssistive: um repositório de recursos educacionais digitais acessíveis para pessoas com deficiência,2019,,Português,REVISTA TECNOLOGIAS NA EDUCAÇÃO,XX,1984-4751,"['José Vinícius Vieira Lima', 'Ellen Polliana Ramos Souza', 'Ana Carolina Candido de Melo', 'Hidelberg Oliveira Albuquerque', 'HÉLDON JOSÉ OLIVEIRA ALBUQUERQUE', 'Fernanda Maria Ribeiro de Alencar']","['1', '2', '3', '4', '5', '6']",['3'],-99.0,6943299265770478,Ana Carolina Candido de Melo,Melo,"MELO, A. C. C.;DE MELO, ANA CAROLINA CANDIDO;MELO, ANA",Recife,PE,"Atualmente é Professora de Programação no curso de Ciência da Computação da CESAR School; Doutoranda pelo Programa de Pós-Graduação em Engenharia de Computação (PPGEC) da Universidade de Pernambuco (UPE), realizando pesquisas sobre Dívida Técnica no desenvolvimento de software; Mestra em Engenharia da Computação (PPGEC-UPE); Integrante do grupo de pesquisa  REACT Research Labs; e Bacharela em Sistemas de Informação pela Universidade Federal Rural de Pernambuco (UFRPE-UAST).",26-12-2022,,https://orcid.org/0000-0003-4608-0651
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,2022,10.1016/j.jss.2022.111483,Inglês,JOURNAL OF SYSTEMS AND SOFTWARE,XX,0164-1212,"['Ana Carolina Candido de Melo', 'FAGUNDES, ROBERTA', 'Valentina Lenarduzzi', 'Wylliams Barbosa Santos']","['1', '2', '3', '4']",['1'],-99.0,6943299265770478,Ana Carolina Candido de Melo,Melo,"MELO, A. C. C.;DE MELO, ANA CAROLINA CANDIDO;MELO, ANA",Recife,PE,"Atualmente é Professora de Programação no curso de Ciência da Computação da CESAR School; Doutoranda pelo Programa de Pós-Graduação em Engenharia de Computação (PPGEC) da Universidade de Pernambuco (UPE), realizando pesquisas sobre Dívida Técnica no desenvolvimento de software; Mestra em Engenharia da Computação (PPGEC-UPE); Integrante do grupo de pesquisa  REACT Research Labs; e Bacharela em Sistemas de Informação pela Universidade Federal Rural de Pernambuco (UFRPE-UAST).",26-12-2022,,https://orcid.org/0000-0003-4608-0651
Mapeamento da pesquisa sobre design de interação na educação a distância no cenário internacional,2010,,Português,Revista Científica Tecnologus,XX,1983-3997,"['Marcelo Penha', 'Fabio Ferreira da Costa Campos', 'Walter Franklin Marques Correia']","['1', '2', '3']",['1'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Edição digital de imagens: a influência de Man Ray no Photoshop,2011,,Português,Revista Científica Tecnologus,XX,1983-3997,"['Marcelo Penha', 'Gentil Alfredo Magalhães Duque Porto Filho']","['1', '2']",['1'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Heuristic Evaluation of Usability - a Case study with the Learning Management Systems (LMS) of IFPE,2014,,Inglês,International Journal of Humanities and Social Science,XX,2221-0989,"['Marcelo Penha', 'Walter Franklin Marques Correia', 'Fabio Ferreira da Costa Campos', 'Marina de Lima Neves Barros']","['1', '2', '3', '4']",['1'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Desenvolvimento mobile com enfoque acessível: O Design na mediação da inclusão,2018,10.5965/2316796307132018085,Português,Human Factors in Design,XX,2316-7963,"['TORRES, CECÍLIA VITAL', 'FLORENTIN, FABIANA', 'SILVA, FABIO Q B', 'SANTOS, ANDRÉ L M', 'OLIVEIRA, EDUARDO', 'LIBERAL, RAFAELA', 'BARROS, VIVIANE', 'Walter Franklin Marques Correia', 'NASCIMENTO, CARLA', 'MACEDO, JEFTÉ', 'Marcelo Penha', 'ANJOS, MARCELO DOS']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['8'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
A roadmap towards mobile applications with accessibility for visually impaired users: guideline and its evaluation,2019,10.23972/det2019iss19,Português,Revista Design &amp; Tecnologia,XX,2178-1973,"['Walter Franklin Marques Correia', 'Marcelo Penha', 'Jefte Macedo', 'Clauirton Siebra', 'Marcelo Anjos']","['1', '2', '3', '4', '5']",['2'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
WEB 2.0: potencializando a interatividade na Educação a Distância (EAD),2015,,Português,Revista Científica Tecnologus,XX,1983-3997,"['Marcelo Penha', 'Walter Franklin Marques Correia', 'Fabio Ferreira da Costa Campos']","['1', '2', '3']",['1'],-99.0,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Using digital photogrammetry to conduct an anthropometric analysis of wheelchair users,2012,10.3233/WOR-2012-0070-4053,Inglês,"Work (Reading, MA)",XX,1051-9815,"['Helda Oliveira Barros', 'Marcelo Márcio Soares']","['1', '2']",['1'],-99.0,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
Anthropometric analysis of wheelchair users: methodological factors which influencei nterpopulational comparison,2012,10.3233/WOR-2012-0702-4091,Inglês,"Work (Reading, MA)",XX,1051-9815,"['Helda Oliveira Barros', 'Marcelo Márcio Soares']","['1', '2']",['1'],-99.0,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
O Programa de Pós-graduação em Design da CESAR School: Perspectivas e Vivências no Porto Digital do Recife,2022,10.29147/datjournal.v7i2.617,Português,DATJOURNAL DESIGN ART AND TECHNOLOGY,XX,2526-1789,"['Helda Oliveira Barros', 'Arcoverde Junior, José Carlos Porto']","['1', '2']",['1'],-99.0,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
